"Date","Name","Type","Moving Time","Distance (km)","Elevation Gain (m)","Avg Moving Speed (kph)","Avg Pace (/km)","Calories","Best 20min Speed (kph)","Best 20min Pace (/km)","Running Stress Score","Running Stress Score / h","Avg HR (bpm)","HRSS","HRSS / h","Best 20min HR (bpm)","Cadence Avg Moving (rpm or spm)","Avg Watts (w)","Avg Watts / Kilograms (w/kg)","Best 20min Power (w)","Power Stress Score","Power Stress Score / h","Athlete Settings","Delete"
"2019-05-11T16:30:28-04:00","Giro d'Italia - Stage 1 | Zwift","VirtualRide","00:18:08","8.1","230.6","26.7","02:14","475","-","-","-","-","186","43","144","-","-","291","4.15","-","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-05-10T14:04:48-04:00","Afternoon Ride","Ride","01:50:21","56.4","666","30.7","01:57","1733","34.8","01:43","-","-","163","155","85","169","86","181","2.59","212","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-05-09T01:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-05-07T20:41:08-04:00","Rodillo","Ride","01:00:31","30.1","0","30.5","01:57","1023","32.1","01:52","-","-","170","99","98","174","89","146","2.08","159","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-05-06T22:04:38-04:00","Rodillo","Ride","01:00:00","31.2","0","31.2","01:55","998","31.7","01:53","-","-","168","94","94","174","89","147","2.1","151","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-05-06T01:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-05-04T08:48:51-04:00","Fondo con Kristina, Pedro y Zacarías","Ride","04:36:37","114.4","2419","23.1","02:35","3429","32.7","01:50","-","-","147","311","62","183","71","166","2.37","260","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-05-03T15:37:32-04:00","Trip to Reynolda Village","Ride","00:24:23","7.3","95","17.6","03:25","126","14.1","04:15","-","-","-","-","-","-","56","76","1.08","59","-","0","Weight 70kg.",""
"2019-05-03T10:08:28-04:00","Morning Ride","Ride","01:34:48","50.8","571","31.9","01:52","1512","38.2","01:34","-","-","164","136","85","170","84","197","2.81","238","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-05-02T01:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-30T18:45:08-04:00","Dixie Classic Criterium Series","Ride","00:44:34","31.1","0","41.8","01:26","868","42.7","01:24","-","-","187","111","149","190","94","322","4.6","340","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-28T09:20:35-04:00","2019 High Country Cycling Classic (Crit)","Ride","00:31:50","18.7","192","35.3","01:42","617","35.8","01:40","-","-","185","75","142","187","89","220","3.15","225","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-27T11:11:27-04:00","2019 High Country Cycling Classic (Road Race)","Ride","01:42:42","57.4","898","33.5","01:47","1881","38.2","01:34","-","-","178","203","119","185","86","226","3.23","275","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-29T21:27:55-04:00","Rodillo","Ride","01:00:41","30.1","0","30.1","01:59","1015","32.7","01:49","-","-","170","101","100","175","81","139","1.99","169","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-26T11:30:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-24T17:30:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-23T18:00:49-04:00","Herbalife Criterium Series","Ride","00:32:01","20.3","179","38.1","01:34","625","39.7","01:30","-","-","188","81","152","192","90","268","3.82","288","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-22T17:45:40-04:00","Dando vueltas","Ride","01:35:42","38.1","153","23.2","02:35","894","30.5","01:57","-","-","134","68","41","152","72","108","1.55","160","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-21T22:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-21T15:10:35-04:00","Rodando con Pedro","Ride","03:40:50","111.4","1527","29.8","02:00","3340","39.6","01:30","-","-","159","294","78","175","84","186","2.66","238","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-20T12:21:18-04:00","Sauratown","Ride","03:45:07","105.9","1609","28","02:08","2980","34.6","01:44","-","-","150","240","63","171","80","164","2.35","248","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-19T18:20:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-18T10:17:04-04:00","Pilot","Ride","03:04:26","80.8","1094","26.2","02:17","2416","32.2","01:51","-","-","149","188","61","168","78","147","2.09","213","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-17T12:42:40-04:00","Lunch Ride","Ride","02:29:19","73.5","764","28.8","02:04","1639","33.2","01:48","-","-","-","-","-","-","84","157","2.24","190","-","0","Weight 70kg.",""
"2019-04-16T18:00:00-04:00","Dixie Classic Criterium Series","Ride","00:31:00","20.2","7","39","01:32","607","41","01:27","-","-","188","79","153","191","94","284","4.06","307","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-14T08:08:55-04:00","Chapel Hill Grand Prix","Ride","01:16:23","46","640","36.2","01:39","1373","37.6","01:35","-","-","177","151","119","181","89","272","3.88","293","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-13T14:33:20-04:00","Pilot","Ride","02:48:52","80.3","1081","28.5","02:06","2510","33.9","01:46","-","-","159","224","79","178","84","166","2.37","247","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-13T01:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-10T23:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-09T18:00:01-04:00","Herbalife Criterium Series","Ride","00:30:13","19.5","153","38.8","01:32","573","41.2","01:27","-","-","185","73","145","189","93","289","4.13","319","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-08T21:46:00-04:00","Rodillo","Ride","01:00:00","30.1","0","30.1","01:59","1018","33","01:49","-","-","171","101","101","177","82","149","2.13","182","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-07T08:45:58-04:00","Route 1 Rampage","Ride","00:25:24","15.6","68","37","01:37","500","37.4","01:36","-","-","189","64","153","190","94","244","3.49","251","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-06T07:55:02-04:00","UMD-DVR Road Race","Ride","01:23:18","48.2","692","34.8","01:43","1510","37.5","01:36","-","-","178","167","120","182","91","244","3.49","267","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-05T11:00:00-04:00","Complimentary calisthenics","Workout","00:50:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-03T22:30:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-04-02T18:15:16-04:00","Velocious Sport Tue Night Criterium + Epic KOM","VirtualRide","01:10:32","34.7","558","29.2","02:03","1016","42.4","01:24","-","-","169","127","107","189","-","226","3.23","295","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-04-01T21:20:03-04:00","Rodillo","Ride","01:00:00","30.1","0","30.1","01:59","1007","31.9","01:52","-","-","170","101","101","177","84","138","1.98","158","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-31T21:30:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-03-30T12:44:53-04:00","Pilot","Ride","03:09:05","85.4","1184","26.6","02:15","2739","33.6","01:47","-","-","155","227","71","177","81","156","2.23","255","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-29T20:46:23-04:00","Rodillo","Ride","01:00:00","30.2","0","30.2","01:59","986","32.6","01:50","-","-","167","92","92","173","84","141","2.02","168","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-27T23:30:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-03-26T18:03:05-04:00","Dixie Classic Criterium Series","Ride","00:31:14","21","89","40.4","01:29","623","40.9","01:27","-","-","191","84","161","192","96","297","4.25","302","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-25T20:24:25-04:00","Rodillo","Ride","01:00:00","30.1","0","30.1","01:59","965","31.6","01:53","-","-","165","88","88","172","83","137","1.95","151","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-24T13:40:57-04:00","Pilot otra vez","Ride","02:46:52","80.3","1131","28.9","02:04","2890","34.5","01:44","-","-","173","304","109","191","86","175","2.5","240","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-23T11:51:35-04:00","Pilot","Ride","02:59:58","80.2","1136","26","02:18","2709","36.1","01:39","-","-","161","260","84","177","82","155","2.21","221","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-22T23:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-03-13T15:00:00-04:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-03-12T13:18:12-04:00","Pilot","Ride","02:52:40","80.4","1108","27.4","02:11","2371","34.2","01:45","-","-","151","189","63","170","86","165","2.35","244","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-11T14:06:26-04:00","Sauratown","Ride","03:37:04","100.8","1442","27.7","02:10","2836","34.2","01:45","-","-","149","220","61","169","85","157","2.25","238","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-10T14:25:37-04:00","Pilot por pista","Ride","02:48:45","80.2","1086","28.6","02:05","2368","33.9","01:46","-","-","154","194","69","170","85","168","2.4","242","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-09T20:10:00-05:00","Complimentary calisthenics","Workout","00:50:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-03-08T21:07:23-05:00","Rodillo","Ride","01:00:25","31","0","30.9","01:56","949","32.6","01:50","-","-","163","83","83","167","82","150","2.14","166","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-06T21:35:00-05:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-03-05T16:07:01-05:00","Afuera","Ride","01:22:48","40.2","447","28.8","02:05","1154","31.2","01:55","-","-","151","87","62","158","89","159","2.27","181","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-04T20:23:34-05:00","Rodillo","Ride","01:00:00","30.2","0","30.2","01:59","1068","30.7","01:57","-","-","176","113","113","180","88","136","1.94","143","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-03T21:00:00-05:00","Complimentary calisthenics","Workout","00:50:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-03-02T13:19:04-05:00","Pilot","Ride","02:50:39","80.1","1086","27.9","02:08","2535","32.8","01:49","-","-","157","216","75","181","89","160","2.28","260","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-03-01T18:41:05-05:00","Adentro por lluvia","Ride","01:00:00","30.2","0","30.2","01:59","1076","31.6","01:53","-","-","176","115","115","179","89","143","2.05","160","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-27T16:00:00-05:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-26T09:48:22-05:00","Completando el challenge de Strava","Ride","02:13:14","55.5","757","24.3","02:28","1444","28.5","02:06","-","-","138","106","47","148","81","130","1.85","161","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-25T16:42:37-05:00","Ride exitoso en la tarde","Ride","01:37:34","33.2","461","16.8","03:33","665","21.8","02:45","-","-","-","-","-","-","62","100","1.43","121","-","0","Weight 70kg.",""
"2019-02-24T13:22:49-05:00","Todd Stadium Crit","Ride","00:09:37","5.3","33","33.5","01:47","183","-","-","-","-","184","22","141","-","99","206","2.94","-","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-23T08:37:15-05:00","14th Annual William & Mary Tidewater Winter Classic","Ride","00:26:33","10.2","70","20.8","02:52","283","16.9","03:33","-","-","138","23","47","149","73","99","1.42","88","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-25T13:00:23-05:00","Ride fallido al mediodía","Ride","00:41:48","17.3","154.2","21.1","02:50","372","24.8","02:25","-","-","-","-","-","-","-","135","1.93","120","-","0","Weight 70kg.",""
"2019-02-24T23:50:00-05:00","Complimentary calisthenics","Workout","00:40:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-22T13:40:00-05:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-20T22:00:00-05:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-19T20:40:32-05:00","Rodillo","Ride","00:59:59","30.6","0","30.6","01:57","1056","31.9","01:52","-","-","175","110","110","179","95","140","2","154","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-18T13:18:01-05:00","Fuerte","Ride","01:50:58","55.6","711","30.1","01:59","1771","33.8","01:46","-","-","164","159","86","168","96","177","2.53","210","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-17T20:00:00-05:00","Complimentary calisthenics","Workout","00:50:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-16T13:06:13-05:00","Suave","Ride","02:07:11","52.5","661","24.5","02:27","1351","27.3","02:11","-","-","137","96","45","143","83","122","1.74","149","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-15T12:58:27-05:00","Fondue","Ride","03:43:12","104.3","1473","26","02:18","3383","32.4","01:51","-","-","156","299","73","171","84","158","2.26","222","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-13T16:00:00-05:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-12T17:56:52-05:00","Rodillo","Ride","01:03:16","30","0","28.4","02:06","1022","29.2","02:03","-","-","165","91","87","169","87","127","1.81","143","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-11T18:35:21-05:00","3R Richmond Hilly Race - 3 Laps","VirtualRide","00:46:46","28.1","350","36","01:39","706","40.5","01:28","-","-","178","93","119","179","-","244","3.48","256","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-10T19:20:00-05:00","Complimentary calisthenics","Workout","00:40:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-09T13:17:23-05:00","Pilot Mountain","Ride","02:57:42","80.2","1123","26.6","02:15","2577","32.2","01:51","-","-","155","212","70","173","88","150","2.14","253","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-08T18:21:19-05:00","Entrenamiento - Zwift","VirtualRide","01:02:06","34.3","287","33.3","01:48","676","38.4","01:33","-","-","156","72","70","163","-","190","2.72","198","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-01T17:38:16-05:00","Zwift suave","VirtualRide","01:01:23","25.1","500","24.5","02:26","518","35.5","01:41","-","-","144","52","51","153","-","147","2.11","167","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-06T21:35:00-05:00","Complimentary calisthenics","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
"2019-02-05T10:45:53-05:00","Morning Ride","Ride","01:39:19","51","583","30.9","01:56","1629","35.3","01:41","-","-","167","153","93","171","93","179","2.56","195","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-04T13:16:01-05:00","Aprovechando el sol","Ride","01:14:38","40.1","402","32","01:52","1221","34.6","01:43","-","-","165","117","93","173","94","187","2.67","206","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-02-02T11:35:33-05:00","Pilot Mountain con sol","Ride","02:56:04","80.3","1115","27.1","02:12","2503","33.3","01:48","-","-","154","200","68","173","86","154","2.2","238","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-28T18:31:23-05:00","3R Greatest London Loop Hilly Race - 1 Lap - Round 2","VirtualRide","00:43:28","29.9","322","36.5","01:38","639","42.2","01:25","-","-","190","113","157","191","-","241","3.44","262","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-31T09:31:44-05:00","25, adentro","Ride","01:28:01","50","0","34.1","01:45","1539","37.5","01:36","-","-","174","160","109","182","89","198","2.82","253","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-18T18:33:46-05:00","Volviendo a Zwift","VirtualRide","01:00:11","34.9","294","34.8","01:43","660","38.5","01:33","-","-","166","91","90","172","-","190","2.71","215","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-21T18:30:07-05:00","3R Greatest London Loop Hilly Race - 1 Lap","VirtualRide","00:45:42","27.7","324","34.5","01:44","628","41","01:27","-","-","191","122","161","192","-","222","3.18","233","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-25T18:39:47-05:00","Zwift","VirtualRide","01:15:37","41.1","391","32.2","01:51","776","38.3","01:34","-","-","156","94","73","166","-","179","2.55","195","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-26T11:21:04-05:00","Yadkinville","Ride","03:45:36","104.7","1019","27.8","02:09","3240","30.3","01:58","-","-","154","254","68","166","90","135","1.92","161","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-20T10:46:33-05:00","Mucho viento","Ride","01:30:39","40","505","26.3","02:16","1229","28.5","02:06","-","-","151","94","62","158","82","138","1.97","156","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-19T11:19:15-05:00","Mucho frío y mucha lluvia","Ride","02:00:35","54.3","641","26.8","02:14","1736","31.5","01:54","-","-","155","144","71","166","86","137","1.96","172","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-11T10:34:48-05:00","Grifo Alto","Ride","03:39:56","73.4","1946","19.8","03:01","2970","29.4","02:02","-","-","154","263","71","168","72","136","1.94","176","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-08T09:06:02-05:00","Morning Ride","Ride","02:12:52","50","1255","22.6","02:39","1869","31.1","01:55","-","-","156","168","76","172","77","151","2.16","197","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-06T11:29:16-05:00","Morning Ride","Ride","02:22:18","50.5","1265","21.3","02:48","1923","30.4","01:58","-","-","155","172","73","167","75","141","2.02","180","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-05T11:01:06-05:00","Morning Ride","Ride","02:18:07","50.5","1286","21.9","02:44","2052","30.9","01:56","-","-","161","195","85","179","76","150","2.14","203","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-03T10:01:05-05:00","Morning Ride","Ride","01:56:26","32.9","898","16.3","03:40","1304","27.9","02:09","-","-","142","106","52","155","62","117","1.67","160","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2019-01-01T16:01:06-05:00","Afternoon Ride","Ride","02:24:51","50.5","1286","20.9","02:52","1929","29.4","02:02","-","-","154","172","71","171","76","140","2","189","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-12-31T11:48:20-05:00","Morning Ride","Ride","02:36:26","50.4","1261","19.3","03:06","2446","27.7","02:09","-","-","163","237","91","181","70","126","1.79","176","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-12-28T16:59:13-05:00","Afternoon Ride","Ride","01:37:26","32.8","882","20.2","02:58","1471","30.3","01:58","-","-","162","144","89","179","74","140","1.99","195","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-12-19T10:35:26-05:00","Mal","Ride","01:29:46","27.5","743","18.4","03:15","1354","26.8","02:14","-","-","162","137","92","187","71","126","1.79","197","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-11-07T18:40:51-05:00","Zwift","VirtualRide","01:00:24","29.3","500","29.3","02:03","681","34.2","01:45","-","-","135","46","46","150","-","197","2.82","219","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-12-12T18:40:00-05:00","Zwift","VirtualRide","00:53:09","22.7","502","25.7","02:20","585","29.2","02:03","-","-","-","-","-","-","-","192","2.74","210","-","0","Weight 70kg.",""
"2018-11-14T18:42:44-05:00","Viéndola por un hueco con Zwift","VirtualRide","01:11:52","39","387","32.6","01:50","783","41.5","01:26","-","-","159","94","78","172","-","190","2.72","217","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-11-22T14:06:45-05:00","Pilot en Thanksgiving","Ride","02:41:53","76.4","1112","27.8","02:09","2415","34.1","01:45","-","-","158","212","77","178","88","166","2.37","255","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-11-10T11:27:14-05:00","Lunch Ride","Ride","01:43:41","48.8","613","28.2","02:07","1384","30.8","01:56","-","-","149","106","61","158","87","156","2.23","181","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-11-08T12:29:44-05:00","Duro duro duro","Ride","01:41:11","55.4","557","32.9","01:49","1604","36.8","01:37","-","-","164","143","85","169","97","196","2.8","225","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-11-04T15:43:38-05:00","Afternoon Ride","Ride","01:32:57","48.9","531","31.4","01:54","1395","36.4","01:38","-","-","159","129","83","172","96","178","2.55","209","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-31T18:42:43-04:00","Zwift","VirtualRide","01:00:15","33.2","280","33.1","01:48","624","38.1","01:34","-","-","-","-","-","-","-","180","2.58","193","-","0","Weight 70kg.",""
"2018-10-30T13:13:30-04:00","RC malo","Ride","01:22:09","39.9","401","29.1","02:03","1145","32.4","01:51","-","-","153","93","68","164","89","153","2.18","191","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-28T11:57:23-04:00","Hanging Rock","Ride","03:54:58","104.1","1587","26.5","02:15","3188","31.3","01:55","-","-","152","255","65","168","88","149","2.12","220","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-27T12:44:19-04:00","Pilot Mountain","Ride","02:42:55","76.2","1103","27.9","02:08","2329","32.9","01:49","-","-","155","192","71","172","89","170","2.43","243","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-24T18:41:01-04:00","NY con Zwift","VirtualRide","01:01:07","30","548","29.5","02:02","721","34","01:45","-","-","164","91","90","172","-","205","2.93","231","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-17T18:48:06-04:00","Probando Zwift","VirtualRide","01:00:36","33.8","285","33.5","01:47","668","37.7","01:35","-","-","161","84","84","176","-","193","2.75","233","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-21T12:28:35-04:00","Lunch Ride","Ride","01:46:42","55.4","587","31.2","01:55","1615","34","01:45","-","-","159","136","77","166","96","180","2.57","208","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-20T16:34:47-04:00","Afternoon Ride","Ride","01:31:27","48.7","546","32","01:52","1522","36.1","01:39","-","-","168","144","95","173","96","193","2.76","213","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-16T06:57:28-04:00","Morning Ride","Ride","01:38:01","48.8","526","29.9","02:00","1421","35.1","01:42","-","-","157","120","74","169","89","174","2.49","206","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-14T14:46:11-04:00","Afternoon Ride","Ride","01:37:34","49.1","550","30","01:59","1363","34.7","01:43","-","-","153","107","66","161","88","176","2.51","207","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-13T16:24:02-04:00","Muy tarde y muy suave","Ride","01:17:54","40","394","30.9","01:56","1082","32.8","01:49","-","-","151","83","64","159","87","177","2.53","203","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-07T15:59:48-04:00","Problemas técnicos, dolores y excusas","Ride","01:26:06","37.1","365","26","02:18","791","30.5","01:58","-","-","134","60","42","151","80","128","1.83","166","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-06T10:02:01-04:00","Pilot Mountain","Ride","02:39:30","76.1","1067","28.6","02:05","2319","34.4","01:44","-","-","156","196","74","176","84","174","2.49","240","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-04T07:11:06-04:00","Morning Ride","Ride","01:33:07","48.8","514","31.5","01:54","1462","36.8","01:37","-","-","163","129","84","172","88","190","2.71","224","-","0","MaxHr 190bpm. RestHr 65bpm. Weight 70kg.",""
"2018-10-03T19:35:00-04:00","Gym","Workout","01:00:00","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Weight 70kg.",""
